title;author;description;url
Kurze Antworten auf große Fragen: SPIEGEL-Bestseller;Stephen Hawking;SPIEGEL BESTSELLER  Stephen Hawkings Vermächtnis  In seinem letzten Buch gibt Stephen Hawking Antworten auf die drängendsten Fragen unserer Zeit und nimmt uns mit auf eine persönliche Reise durch das Universum seiner Weltanschauung. Seine Gedanken zu Ursprung und Zukunft der Menschheit sind zugleich eine Mahnung, unseren Heimatplaneten besser vor den Gefahren unserer Gegenwart zu schützen. Zugänglich und klar finden Sie in diesem Buch Hawkings Antworten auf die drängendsten Fragen unserer Zeit.  »Zukunftsvisionen eines Genies«  Stefanie May, Bild Zeitung, 16.10.2018  »Ein anregendes und für den Laien gut verständliches Buch, dessen Lektüre auf jeden Fall lohnt«  Joachim Laukenmann, Tages-Anzeiger, 16.10.2018  - Warum gibt es uns Menschen überhaupt?  - Und woher kommen wir?  - Gibt es im Weltall andere intelligente Lebewesen?  - Existiert Gott?  - In welchem Zustand befindet sich unser Heimatplanet?  - Werden wir auf der Erde überleben?  - Retten oder zerstören uns Naturwissenschaften und Technik?  - Hilft uns die künstliche Intelligenz, die Erde zu bewahren?  - Können wir den Weltraum bevölkern?  - Wie werden wir die Schwächsten – Kinder, Kranke, alte Menschen – schützen?  - Wie werden wir unsere Kinder erziehen?  Brillanter Physiker, revolutionärer Kosmologe, unerschütterlicher Optimist. Für Stephen Hawking bergen die Weiten des Universums nicht nur naturwissenschaftliche Geheimnisse. In seinem persönlichsten Buch beantwortet der Autor die großen Fragen des menschlichen Lebens und spricht die wichtigsten Themen unserer Zeit an. Zugänglich und klar erläutert er die Folgen des menschlichen Fortschritts – vom Klimawandel bis hin zu künstlicher Intelligenz – und diskutiert seine Gefahren. Hier finden Sie Hawkings Antworten auf die Urfragen der Menschheit. Ein großer Appell an politische Machthaber und jeden Einzelnen von uns, unseren bedrohten Heimatplaneten besser zu schützen.  ;https://www.google.de/books/edition/Kurze_Antworten_auf_gro%C3%9Fe_Fragen/6SBdDwAAQBAJ?hl=en&gbpv=0
The Phoenix Project: A Novel about IT, DevOps, and Helping Your Business Win;Gene Kim, Kevin Behr, George Spafford;***Over a half-million sold! And available now, the Wall Street Journal Bestselling sequel The Unicorn Project***“Every person involved in a failed IT project should be forced to read this book.”—TIM O'REILLY, Founder & CEO of O'Reilly Media“The Phoenix Project is a must read for business and IT executives who are struggling with the growing complexity of IT.”—JIM WHITEHURST, President and CEO, Red Hat, Inc.Five years after this sleeper hit took on the world of IT and flipped it on it's head, the 5th Anniversary Edition of The Phoenix Project continues to guide IT in the DevOps revolution.In this newly updated and expanded edition of the bestselling The Phoenix Project, co-author Gene Kim includes a new afterword and a deeper delve into the Three Ways as described in The DevOps Handbook.Bill, an IT manager at Parts Unlimited, has been tasked with taking on a project critical to the future of the business, code named Phoenix Project. But the project is massively over budget and behind schedule. The CEO demands Bill must fix the mess in ninety days or else Bill's entire department will be outsourced.With the help of a prospective board member and his mysterious philosophy of The Three Ways, Bill starts to see that IT work has more in common with a manufacturing plant work than he ever imagined. With the clock ticking, Bill must organize work flow streamline interdepartmental communications, and effectively serve the other business functions at Parts Unlimited.In a fast-paced and entertaining style, three luminaries of the DevOps movement deliver a story that anyone who works in IT will recognize. Readers will not only learn how to improve their own IT organizations, they'll never view IT the same way again.“This book is a gripping read that captures brilliantly the dilemmas that face companies which depend on IT, and offers real-world solutions.”—JEZ HUMBLE, Co-author of Continuous Delivery, Lean Enterprise, Accelerate, and The DevOps Handbook;https://www.google.de/books/edition/The_Phoenix_Project/H6x-DwAAQBAJ?hl=en&gbpv=0
Alte Sorten: Roman;Ewald Arenz;Sally und Liss: zwei Frauen, wie sie unterschiedlicher nicht sein könnten. Sally, kurz vor dem Abitur, will einfach in Ruhe gelassen werden. Sie hasst so ziemlich alles: Angebote, Vorschriften, Regeln, Erwachsene. Fragen hasst sie am meisten, vor allem die nach ihrem Aussehen. Liss ist eine starke, verschlossene Frau, die die Arbeit, die auf dem Hof anfällt, problemlos zu meistern scheint. Schon beim ersten Gespräch der beiden stellt Sally fest, dass Liss anders ist als andere Erwachsene. Kein heimliches Mustern, kein voreiliges Urteilen, keine misstrauischen Fragen. Liss bietet ihr an, auf dem Hof zu übernachten. Aus einer Nacht werden Wochen. Für Sally ist die ältere Frau ein Rätsel. Was ist das für Eine, die nie über sich spricht, die das Haus, in dem die frühere Anwesenheit anderer noch deutlich zu spüren ist, allein bewohnt? Während sie gemeinsam Bäume auszeichnen, Kartoffeln ernten und Liss die alten Birnensorten in ihrem Obstgarten beschreibt, deren Geschmack Sally so liebt, kommen sich die beiden Frauen näher. Und erfahren nach und nach von den Verletzungen, die ihnen zugefügt wurden.;https://www.google.de/books/edition/Alte_Sorten/BGl5DwAAQBAJ?hl=en&gbpv=0
Social Media Analytics: Effective Tools for Building, Interpreting, and ...;Marshall Sponder;Align Strategy With Metrics Using Social Monitoring Best Practices “Two or three years from now, every public relations firm that wants to be taken seriously in the C-suite and/or a lead marketing role will have someone like Marshall in its senior leadership ranks, a chief analytics officer responsible for ensuring that account leaders think more deeply about analytics and that thfirm works with the best available outside suppliers to integrate analytics appropriately.”—Paul Holmes, The Holmes Report “Marshall has provided much-needed discipline to our newest marketing frontier—a territory full of outlaws, medicine men, dot com tumbleweeds, and snake oil.”—Ryan Rasmussen, VP Research, Zócalo Group “Marshall Sponder stands apart from the crowd with this work. His case study approach, borne of real-world experience, provides the expert and the amateur alike with bibliography, tools, links, and examples to shortcut the path to bedrock successes. This is a reference work for anyone who wants to explore the potential of social networks.”—W. Reid Cornwell, Ph.D., Chief Scientist, The Center for Internet Research “Marshall is a solutions design genius of unparalleled knowledge and acumen, and when he applies himself to the business of social media, the result is a timely and important commentary on the state of research capabilities for social media.”—Barry Fleming, Director, Analytics & Insights, WCG, and Principal, DharmaBuilt.com About the Book Practically overnight, social media has become a critical tool for every marketing objective—from outreach and customer relations to branding and crisis management. For the most part, however, the data collected through social media is just that: data. It usually seems to hold little or no meaning on which to base business decisions. But the meaning is there . . . if you’re applying the right systems and know how to use them. With Social Media Analytics, you’ll learn how to get supremely valuable information from this revolutionary new marketing tool. One of the most respected leaders in his field and a pioneer in Web analytics, Marshall Sponder shows how to: Choose the best social media platforms for your needs Set up the right processes to achieve your goals Extract the hidden meaning from all the data you collect Quantify your results and determine ROI Filled with in-depth case studies from a range of industries, along with detailed reviews of several social-monitoring platforms, Social Media Analytics takes you beyond “up-to-date” and leads you well into the future—and far ahead of your competition. You will learn how to use the most sophisticated methods yet known to find customers, create relevant content (and track it), mash up data from disparate sources, and much more. Sponder concludes with an insightful look at where the field will likely be going during the next few years. Whether your social media marketing efforts are directed at B2B, B2C, C2C, nonprofit, corporate, or public sector aims, take them to the next step with the techniques, strategies, and methods in Social Media Analytics—the most in-depth, forward-looking book on the subject.;https://www.google.de/books/edition/Social_Media_Analytics_Effective_Tools_f/c8DIUb7bzN8C?hl=en&gbpv=0&bsq=social%20media%20analytics
Doing Data Science: Straight Talk from the Frontline;Cathy O'Neil, Rachel Schutt;Now that people are aware that data can make the difference in an election or a business model, data science as an occupation is gaining ground. But how can you get started working in a wide-ranging, interdisciplinary field that’s so clouded in hype? This insightful book, based on Columbia University’s Introduction to Data Science class, tells you what you need to know.In many of these chapter-long lectures, data scientists from companies such as Google, Microsoft, and eBay share new algorithms, methods, and models by presenting case studies and the code they use. If you’re familiar with linear algebra, probability, and statistics, and have programming experience, this book is an ideal introduction to data science.Topics include:Statistical inference, exploratory data analysis, and the data science processAlgorithmsSpam filters, Naive Bayes, and data wranglingLogistic regressionFinancial modelingRecommendation engines and causalityData visualizationSocial networks and data journalismData engineering, MapReduce, Pregel, and HadoopDoing Data Science is collaboration between course instructor Rachel Schutt, Senior VP of Data Science at News Corp, and data science consultant Cathy O’Neil, a senior data scientist at Johnson Research Labs, who attended and blogged about the course.;https://www.google.de/books/edition/Doing_Data_Science/vcVKAQAAQBAJ?hl=en&gbpv=0
Deep Work: Rules for Focused Success in a Distracted World;Cal Newport;One of the most valuable skills in our economy is becoming increasingly rare. If you master this skill, you'll achieve extraordinary results.Deep Work is an indispensable guide to anyone seeking focused success in a distracted world.'Cal Newport is exceptional in the realm of self-help authors' New York Times'Deep work' is the ability to focus without distraction on a cognitively demanding task. Coined by author and professor Cal Newport on his popular blog Study Hacks, deep work will make you better at what you do, let you achieve more in less time and provide the sense of true fulfilment that comes from the mastery of a skill. In short, deep work is like a superpower in our increasingly competitive economy.And yet most people, whether knowledge workers in noisy open-plan offices or creatives struggling to sharpen their vision, have lost the ability to go deep - spending their days instead in a frantic blur of email and social media, not even realising there's a better way.A mix of cultural criticism and actionable advice, Deep Work takes the reader on a journey through memorable stories -- from Carl Jung building a stone tower in the woods to focus his mind, to a social media pioneer buying a round-trip business class ticket to Tokyo to write a book free from distraction in the air -- and surprising suggestions, such as the claim that most serious professionals should quit social media and that you should practice being bored. Put simply: developing and cultivating a deep work practice is one of the best decisions you can make in an increasingly distracted world. This book will point the way.;https://www.google.de/books/edition/Deep_Work/lZpFCgAAQBAJ?hl=en&gbpv=0
The Pathless Path: Imagining a New Story for Work and Life;Paul Millerd;Not all who wander are lost…Paul thought he was on his way. From a small-town Connecticut kid to the most prestigious consulting firm in the world, he had everything he thought he wanted. Yet he decided to walk away and embark on the &quot;real work&quot; of his life - finding the work that matters and daring to create a life to support that.This Pathless Path is about finding yourself in the wrong life, and the real work of figuring out how to live. Through painstaking experiments, living in different countries, and contemplating the deepest questions about life, Paul pieces together a set of ideas and principles that guide him from unfulfilled and burned out to a life he is excited to keep living.The Pathless Path is not a how-to book filled with “hacks”; instead, it is a vulnerable account of Paul’s journey from leaving the socially accepted “default path” towards another, one focused on doing work that matters, finding the others, and defining your own success.This book is an ideal companion for people considering leaving their jobs, embarking on a new path, dealing with the uncertainty of an unconventional path, or looking to improve their relationship with work in a fast-changing world.Reader feedback:“It’s a rare book in that it is tangentially about careers and being more focused and productive, but unlike almost every other book I have read about these topics, I finished this one and felt better about myself and my career.”“The themes are timeless. The content is expertly written. The advice is refreshingly non-prescriptive.”“If you have questioned your own path, or a nagging lack of intention in your choices you need this book. If you have felt a gradual loss of agency in your direction you need this book. You are in the grip of an invisible script that was not written for you.” “The writing is fantastic - Paul&#39;s writing is approachably poetic; a quick read that weaves together his own experience moving from a &#39;default path&#39; overachiever to a &#39;pathless path&#39; seeker of passion and curiosity, deep research into the history of work and collections of perspectives from years of podcasting, friendship, conferences, and meetings with other &#39;alternative path&#39; life-livers.&quot;;https://www.google.de/books/edition/The_Pathless_Path/XsBgEAAAQBAJ?hl=en&gbpv=0
Drive: The Surprising Truth About What Motivates Us;Daniel H. Pink;The New York Times bestseller that gives readers a paradigm-shattering new perspective on motivationMost people believe that the best way to motivate is with rewards—known as the carrot-and-stick approach. That's a mistake, says Daniel H. Pink, author of To Sell Is Human: The Surprising Truth About Motivating Others. In this provocative and persuasive new book, Pink asserts that the secret to high performance and satisfaction at work, at school, and at home is the deeply human need to direct our own lives, to learn and create new things, and to do better by ourselves and our world.Drawing on four decades of scientific research on human motivation, Pink exposes the mismatch between what science knows and what business does—and how that affects every aspect of life. He examines the three elements of true motivation—autonomy, mastery, and purpose—and offers smart and surprising techniques for putting these into action in a unique book that will change how we think and transform how we live.;https://www.google.de/books/edition/Drive/A-agLi2ldB4C?hl=en&gbpv=0
Das Herz von Paris;Veronika Peters;Paris im Frühling 1925. Die junge Berlinerin Ann-Sophie von Schoeller ist gerade in die französische Hauptstadt gezogen, wo ihr Ehemann in der renommierten Anwaltskanzlei seines Onkels einer vielversprechenden Karriere entgegensieht. Ann-Sophie hingegen spaziert gelangweilt durch die Straßen. Eines Tages landet sie in der Rue de l'Odéon vor einer Buchhandlung namens Shakespeare and Company, vor der eine rauchende Frau in Männerkleidung steht: die Buchhändlerin und Verlegerin Sylvia Beach. Als Ann-Sophie den Laden betritt, ist sie augenblicklich fasziniert, auch von den Frauen, denen sie dort begegnet. Sie fängt als Aushilfe an, und wird bald Teil der "Company" aus Literatinnen, Künstlerinnen und Freigeistern. Bald erkennt sie, dass sie mehr will vom Leben und auch in der Liebe. Ann-Sophie muss sich entscheiden zwischen bürgerlicher Sicherheit und dem Wagnis eines selbstbestimmten Lebens.;https://books.google.de/books/about/Das_Herz_von_Paris.html?id=7LpCzwEACAAJ&source=kp_book_description&redir_esc=y
No Limits: Blow the Cap Off Your Capacity;John C. Maxwell;"We often treat the word capacity as if it were a natural law of limitation. Unfortunately, most of us are much more comfortable defining what we perceive as off limits rather than what's really possible. Could it be that many of us have failed to expand our potential because we have allowed what we perceive as capacity to define us? What if our limits are not really our limits? In his newest book, John Maxwell identifies 17 core capacities. Some of these are abilities we all already possess, such as energy, creativity and leadership. Others are aspects of our lives controlled by our choices, like our attitudes, character, and intentionality. Maxwell examines each of these capacities, and provides clear and actionable advice on how you can increase your potential in each. He will guide you on how to identify, grow, and apply your critical capacities. Once you've blown the "cap" off your capacities, you'll find yourself more successful--and fulfilled--in your daily life."--Amazon.com.;https://www.google.de/books/edition/No_Limits/Y_QevgAACAAJ?hl=de
Der Flug der Stare: Das Wunder komplexer Systeme;Giorgio Parisi;Ein Spaziergang durch die Physik: Giorgio Parisi, der Physik-Nobelpreisträger 2021, nimmt uns mit auf eine Reise in die Welt der komplexen Systeme und erzählt von der Suche nach Antworten auf bisher ungelöste Fragen.  Wie lässt sich das atemberaubende Naturschauspiel des Starenfluges mit den Mitteln der Physik erklären? Der theoretische Physiker Giorgio Parisi beschäftigt sich mit den Interaktionsregeln, die den spektakulären Flugmanövern zugrunde liegen. Für seine Forschung zu komplexen Systemen hat er 2021 den Nobelpreis für Physik erhalten, »für die Entdeckung des Zusammenspiels von Unordnung und Fluktuationen in physikalischen Systemen von der atomaren bis hin zur planetarischen Ebene«.  In seinem Buch »Der Flug der Stare« erklärt er, was es mit komplexen Systemen, Spin-Gläsern und Phasenübergängen auf sich hat und gibt spannende Einblicke in sein Leben als Wissenschaftler. Klug und elegant erzählt er, wie Ideen entstehen und welche Rolle Intuition und Kreativität dabei spielen. Parisi zeigt, wie Forschung funktioniert und welche Bedeutung der Wissenschaft in unserer Gesellschaft zukommt. Ein eindrucksvoller und persönlicher Einblick in Welt der Physik und den Kopf eines Genies.  »Der Nobelpreis für Giorgio Parisi ehrt einen außergewöhnlichen Wissenschaftler und bestätigt das hohe Niveau der italienischen Schule der theoretischen Physik.« Carlo Rovelli;https://www.google.de/books/edition/Der_Flug_der_Stare/9VpsEAAAQBAJ?hl=de&gbpv=0
F. Scott Fitzgerald: The Great Gatsby;F. Scott Fitzgerald;Since its publication in 1925, The Great Gatsby, F. Scott Fitzgerald's account of the American dream gone awry, has established itself as one of the most popular and widely read novels in the English language. Until now, however, no edition has printed the novel exactly as Fitzgerald intended. The first edition was marred by errors resulting from Fitzgerald's extensive rewriting in proof and the conditions under which the book was produced; moreover, the subsequent transmission of the text introduced proliferating departures from the author's words. This critical edition draws on the manuscript and surviving proofs of the novel, together with Fitzgerald's subsequent revisions to key passages, to provide the first authoritative text of The Great Gatsby. This volume also includes a detailed account of the genesis, composition, and publication of the novel; a full textual apparatus; crucial early draft material; helpful glosses on the peculiar geography and chronology of the book; and explanatory notes on topical allusions and historical references that contemporary readers might otherwise miss. Fitzgerald's masterpiece is thus brought closer to a cross-section of readers, more accessibly and more authentically than ever before. Matthew J. Bruccoli has published widely. He is the author of Some Sort of Epic Grandeur: The Life of F. Scott Fitzgerald (1980) and editor of New Essays on The Great Gatsby (CUP, 1985).;https://www.google.de/books/edition/F_Scott_Fitzgerald_The_Great_Gatsby/0yfauGsKOjAC?hl=de&gbpv=0
How to Become a Straight-A Student: The Unconventional Strategies Real ...;Cal Newport;Looking to jumpstart your GPA? Most college students believe that straight A’s can be achieved only through cramming and painful all-nighters at the library. But Cal Newport knows that real straight-A students don’t study harder—they study smarter. A breakthrough approach to acing academic assignments, from quizzes and exams to essays and papers, How to Become a Straight-A Student reveals for the first time the proven study secrets of real straight-A students across the country and weaves them into a simple, practical system that anyone can master. You will learn how to:  Streamline and maximize your study time Conquer procrastination Absorb the material quickly and effectively Know which reading assignments are critical—and which are not Target the paper topics that wow professors Provide A+ answers on exams Write stellar prose without the agony  A strategic blueprint for success that promises more free time, more fun, and top-tier results, How to Become a Straight-A Student is the only study guide written by students for students—with the insider knowledge and real-world methods to help you master the college system and rise to the top of the class.;https://www.google.de/books/edition/How_to_Become_a_Straight_A_Student/lYYCl_eb5cUC?hl=de
The Age of AI: "THE BOOK WE ALL NEED";Henry A Kissinger, Eric Schmidt, Daniel Huttenlocher;THE WAY HUMANS NAVIGATE THE WORLD IS ALTERING, FOREVER.THIS IS YOUR ESSENTIAL AI ROADMAP.AI is revolutionizing how we approach security, economics, order and even knowledge itself.It is changing how we experience reality, and our role within it. Three of our most accomplished and deep thinkers explore what this means for our present and our future, tackling the questions that will affect as all:What will it mean to be human?What are the key frontier risks?What AI ethics are we going to need?How is AI impacting politics, defence, medicine and education?'Absolutely masterful . . . the book we all need' Fareed Zakaria'A muscular contribution to one of the 21st century's most pressing debates' The Economist Henry Kissinger was the 56th Secretary of State and winner of the Nobel Peace Prize; Eric Schmidt, Google's former CEO, lead the company's growth for over a decade and Daniel Huttenlocher is dean of the MIT Schwarzman College of Computing.;https://www.google.de/books/edition/The_Age_of_AI/kKckEAAAQBAJ?hl=de&gbpv=0
The Alchemist;10th Anniversary Edition;"My heart is afraid that it will have to suffer," the boy told the alchemist one night as they looked up at the moonless sky." Tell your heart that the fear of suffering is worse than the suffering itself. And that no heart has ever suffered when it goes in search of its dreams."Every few decades a book is published that changes the lives of its readers forever. The Alchemist is such a book. With over a million and a half copies sold around the world, The Alchemist has already established itself as a modern classic, universally admired. Paulo Coelho's charming fable, now available in English for the first time, will enchant and inspire an even wider audience of readers for generations to come.The Alchemist is the magical story of Santiago, an Andalusian shepherd boy who yearns to travel in search of a worldly treasure as extravagant as any ever found. From his home in Spain he journeys to the markets of Tangiers and across the Egyptian desert to a fateful encounter with the alchemist.The story of the treasures Santiago finds along the way teaches us, as only a few stories have done, about the essential wisdom of listening to our hearts, learning to read the omens strewn along life's path, and, above all, following our dreams.;https://www.google.de/books/edition/The_Alchemist_10th_Anniversary_Edition/FEL8DlqjYEkC?hl=de&gbpv=0
Range: Why Generalists Triumph in a Specialized World;David Epstein;The #1 New York Times bestseller that has all America talking: as seen/heard on CNN's Fareed Zakaria GPS, Morning Joe, CBS This Morning, The Bill Simmons Podcast, Rich Roll, and more. “The most important business—and parenting—book of the year.” —Forbes “Urgent and important. . . an essential read for bosses, parents, coaches, and anyone who cares about improving performance.” —Daniel H. Pink  Shortlisted for the Financial Times/McKinsey Business Book of the Year AwardPlenty of experts argue that anyone who wants to develop a skill, play an instrument, or lead their field should start early, focus intensely, and rack up as many hours of deliberate practice as possible. If you dabble or delay, you’ll never catch up to the people who got a head start. But a closer look at research on the world’s top performers, from professional athletes to Nobel laureates, shows that early specialization is the exception, not the rule.     David Epstein examined the world’s most successful athletes, artists, musicians, inventors, forecasters and scientists. He discovered that in most fields—especially those that are complex and unpredictable—generalists, not specialists, are primed to excel. Generalists often find their path late, and they juggle many interests rather than focusing on one. They’re also more creative, more agile, and able to make connections their more specialized peers can’t see. Provocative, rigorous, and engrossing, Range makes a compelling case for actively cultivating inefficiency. Failing a test is the best way to learn. Frequent quitters end up with the most fulfilling careers. The most impactful inventors cross domains rather than deepening their knowledge in a single area. As experts silo themselves further while computers master more of the skills once reserved for highly focused humans, people who think broadly and embrace diverse experiences and perspectives will increasingly thrive.;https://www.google.de/books/edition/Range/ma1sDwAAQBAJ?hl=de&gbpv=0
The Untethered Soul (EasyRead Super Large 18pt Edition);Google Books;;https://www.google.de/books/edition/The_Untethered_Soul_EasyRead_Super_Large/QEc3xfvzUdoC?hl=de&gbpv=0
The Autobiography of Benjamin Franklin;Benjamin Franklin;The Autobiography of Benjamin Franklin was written by Benjamin Franklin from 1771 to 1790; however, Franklin himself appears to have called the work his Memoirs. Although it had a torturous publication history after Franklin's death, this work has become one of the most famous and influential examples of autobiography ever written.;https://www.google.de/books/edition/The_Autobiography_of_Benjamin_Franklin/Y32wOLkDz1oC?hl=de&gbpv=0
Die Macht der Geographie: Wie sich Weltpolitik anhand von 10 Karten erklären ...;Tim Marshall;Weltpolitik ist auch Geopolitik. Alle Regierungen, alle Staatschefs unterliegen den Zwängen der Geographie. Berge und Ebenen, Flüsse, Meere, Wüsten setzen ihrem Entscheidungsspielraum Grenzen. Um Geschichte und Politik zu verstehen, muss man selbstverständlich die Menschen, die Ideen, die Einstellungen kennen. Aber wenn man die Geographie nicht mit einbezieht, bekommt man kein vollständiges Bild. Zum Beispiel Russland: Von den Moskauer Großfürsten über Iwan den Schrecklichen, Peter den Großen und Stalin bis hin zu Wladimir Putin sah sich jeder russische Staatschef denselben geostrategischen Problemen ausgesetzt, egal ob im Zarismus, im Kommunismus oder im kapitalistischen Nepotismus. Die meisten Häfen frieren immer noch ein halbes Jahr zu. Nicht gut für die Marine. Die nordeuropäische Tiefebene von der Nordsee bis zum Ural ist immer noch flach. Jeder kann durchmarschieren. Russland, China, die USA, Europa, Afrika, Lateinamerika, der Nahe Osten, Indien und Pakistan, Japan und Korea, die Arktis und Grönland: In zehn Kapiteln zeigt Tim Marshall, wie die Geographie die Weltpolitik beeinflusst und beeinflusst hat. ;https://www.google.de/books/edition/Die_Macht_der_Geographie/IBLqCgAAQBAJ?hl=de&gbpv=0
Factfulness: Wie wir lernen, die Welt so zu sehen, wie sie wirklich ist ...;Hans Rosling, Anna Rosling Rönnlund, Ola Rosling; Der Weltbestseller des Kultautors: augenöffnend, inspirierend und Hoffnung schenkend!   »Ein hoffnungsvolles Buch über das Potenzial menschlichen Fortschritts« Barack Obama   »Eines der wichtigsten Bücher, die ich je gelesen habe – ein unverzichtbarer Leitfaden, um unsere Sicht auf die Welt zu überprüfen und uns daran neu auszurichten.« Bill Gates  Es wird alles immer schlimmer, eine schreckliche Nachricht jagt die andere: Die Reichen werden reicher, die Armen ärmer. Es gibt immer mehr Kriege, Gewaltverbrechen, Naturkatastrophen. Viele Menschen tragen solche beängstigenden Bilder im Kopf. Doch sie liegen damit grundfalsch. Unser Gehirn verführt uns zu einer dramatisierenden Weltsicht, die mitnichten der Realität entspricht, wie der geniale Statistiker und Wissenschaftler Hans Rosling erklärt.  Wer das Buch gelesen hat, wird   ein sicheres, auf Fakten basierendes Gerüst besitzen, um die Welt so zu sehen, wie sie wirklich ist. die zehn gängigsten Arten von aufgebauschten Geschichten erkennen. bessere Entscheidungen treffen können. wahre Factfulness erreichen – jene offene, neugierige und entspannte Geisteshaltung, in der Sie nur noch Ansichten teilen und Urteile fällen, die auf soliden Fakten basieren.   »Hans Rosling weist Stück um Stück nach, welche enormen Fortschritte die Menschheit in den letzten Jahrzehnten gemacht hat. Das ist lesenswert und unterhaltsam. Man atmet mit jedem Kapitel ein bisschen auf.« Neue Zürcher Zeitung  *** Für alle, die die Welt endlich wieder so sehen wollen, wie sie tatsächlich ist – und nicht, wie wir glauben, dass sie ist. ***  ;https://www.google.de/books/edition/Factfulness/-A9BDwAAQBAJ?hl=de&gbpv=0
Außer Dienst: Eine Bilanz;Helmut Schmidt;»Wenn es um Prinzipien der Politik und der Moral geht oder um das eigene Gewissen, dann ist man niemals außer Dienst.« - Die Bilanz eines großen Staatsmannes.In seinem Buch über die Zeit nach dem Ausscheiden aus dem Kanzleramt beschreibt Helmut Schmidt die umwälzenden historischen Entwicklungen seit dem Ende des Kalten Kriegs, er macht sich Gedanken über die gegenwärtige Politik und die Zukunft Deutschlands, und er spricht über sehr Persönliches: über prägende Kriegserfahrungen, über eigene Fehler und Versäumnisse, seinen Glauben und das Lebensende.;https://www.google.de/books/edition/Au%C3%9Fer_Dienst/2AQl2pLRNW8C?hl=de&gbpv=0
The big five for life: was wirklich zählt im Leben;John P. Strelecky;Verl.Beschr.: Durch Zufall lernt Joe, ein unzufriedener Angestellter, den charismatischen Geschäftsmann Thomas kennen. Dieser wird zu Joes Mentor und offenbart ihm die Geheimnisse seines Erfolgs. Seine Unternehmen führt Thomas anhand zweier Leitlinien: Jeder Mitarbeiter muss seine Bestimmung sowie seine ?Big Five for Life? kennen, also wissen, welche fünf Ziele er im Leben erreichen will. Diese Ideen helfen Joe, seine Wünsche zu verwirklichen. Doch Thomas will möglichst viele an seinem Wissen teilhaben lassen: Seine gesammelten Aufzeichnungen liegen hier vor Ihnen.;https://www.google.de/books/edition/The_big_five_for_life/b5X5NwAACAAJ?hl=de
Shoe Dog: A Memoir by the Creator of Nike;Phil Knight;In this instant and tenacious New York Times bestseller, Nike founder and board chairman Phil Knight “offers a rare and revealing look at the notoriously media-shy man behind the swoosh” (Booklist, starred review), illuminating his company’s early days as an intrepid start-up and its evolution into one of the world’s most iconic, game-changing, and profitable brands.Bill Gates named Shoe Dog one of his five favorite books of the year and called it “an amazing tale, a refreshingly honest reminder of what the path to business success really looks like. It’s a messy, perilous, and chaotic journey, riddled with mistakes, endless struggles, and sacrifice. Phil Knight opens up in ways few CEOs are willing to do.”  Fresh out of business school, Phil Knight borrowed fifty dollars from his father and launched a company with one simple mission: import high-quality, low-cost running shoes from Japan. Selling the shoes from the trunk of his car in 1963, Knight grossed eight thousand dollars that first year. Today, Nike’s annual sales top $30 billion. In this age of start-ups, Knight’s Nike is the gold standard, and its swoosh is one of the few icons instantly recognized in every corner of the world.  But Knight, the man behind the swoosh, has always been a mystery. In Shoe Dog, he tells his story at last. At twenty-four, Knight decides that rather than work for a big corporation, he will create something all his own, new, dynamic, different. He details the many risks he encountered, the crushing setbacks, the ruthless competitors and hostile bankers—as well as his many thrilling triumphs. Above all, he recalls the relationships that formed the heart and soul of Nike, with his former track coach, the irascible and charismatic Bill Bowerman, and with his first employees, a ragtag group of misfits and savants who quickly became a band of swoosh-crazed brothers.  Together, harnessing the electrifying power of a bold vision and a shared belief in the transformative power of sports, they created a brand—and a culture—that changed everything.;https://www.google.de/books/edition/Shoe_Dog/wO3PCgAAQBAJ?hl=de&gbpv=0
Storyworthy: Engage, Teach, Persuade, and Change Your Life through the Power ...;Matthew Dicks;A five-time Moth GrandSLAM winner and bestselling novelist shows how to tell a great story — and why doing so matters.  Whether we realize it or not, we are always telling stories. On a first date or job interview, at a sales presentation or therapy appointment, with family or friends, we are constantly narrating events and interpreting emotions and actions. In this compelling book, storyteller extraordinaire Matthew Dicks presents wonderfully straightforward and engaging tips and techniques for constructing, telling, and polishing stories that will hold the attention of your audience (no matter how big or small). He shows that anyone can learn to be an appealing storyteller, that everyone has something “storyworthy” to express, and, perhaps most important, that the act of creating and telling a tale is a powerful way of understanding and enhancing your own life.;https://www.google.de/books/edition/Storyworthy/ZoRZDwAAQBAJ?hl=de&gbpv=0
